f1,f2,f3,resp
  0.97335537,  1.06757653,  0.62622701,  2.85418026
  0.97709685,  1.07048272,  0.66501035,  2.87811069
  1.01559239,  1.06792882,  0.65377851,  0.74992747
  1.02640530,  1.02670880,  0.63950477,  0.15595048
  0.99315715,  1.05512835,  0.65982429,  1.40405026
  0.98453105,  1.02028115,  0.61690505,  1.84898219
  1.00226311,  1.04075492,  0.64685856,  0.66623202
  1.03309307,  1.05887224,  0.64133644,  0.41714244
  1.01152225,  1.04606778,  0.64559738,  0.39467681
  0.96952210,  1.08030326,  0.62640040,  3.67282649
  0.96572917,  1.03157443,  0.65031895,  2.94290953
  0.96644783,  1.05666024,  0.61379216,  3.35159353
  1.01614141,  1.05344217,  0.61969771,  1.25542274
  1.01356762,  1.03195554,  0.65943834,  0.51507897
  0.98680250,  1.05691040,  0.61530851,  2.28890534
  0.99463494,  0.99773415,  0.62051369,  1.83045750
  0.99688970,  1.04618926,  0.63197982,  1.00970735
  1.00879874,  1.02486003,  0.65834042,  0.75509087
  1.00136987,  1.03835906,  0.64718384,  0.70089718
  0.97760885,  1.05639568,  0.63518802,  2.08284519
  0.98840795,  1.00162163,  0.61858068,  1.99930787
  0.95655243,  1.04601197,  0.65468463,  3.81008204
  1.01450334,  1.03351802,  0.65951228,  0.47216174
  1.00651213,  1.03397112,  0.64529243,  0.51132332
  0.96595025,  1.03202370,  0.65035955,  2.92141515
  0.99262381,  1.00212450,  0.62153726,  1.74524999
  1.00456171,  1.02201105,  0.64334747,  0.69513703
  0.98302512,  1.02566838,  0.62651421,  1.64970466
  1.00063040,  1.03402244,  0.63262431,  0.77222462
  0.97429232,  1.02425539,  0.60999228,  2.59853723
  0.98439633,  1.01533563,  0.63810386,  1.71537253
  0.98725065,  1.03118829,  0.60727294,  2.20118774
  1.01586476,  1.03877541,  0.60645168,  1.87427174
  1.00401606,  1.03897723,  0.64721610,  0.60061208
  0.97043756,  1.04447914,  0.58756029,  4.90074489
  0.99476851,  1.00544347,  0.64282142,  1.53840985
  1.01464024,  1.02549588,  0.63469416,  0.39602495
  0.99762366,  1.02457757,  0.64528494,  0.94756545
  1.00328173,  1.02456602,  0.65679892,  0.93418859
  0.98623512,  1.02466995,  0.62305218,  1.56446340
  0.97746073,  1.03647350,  0.63472276,  1.85788987
  0.99874258,  1.00250325,  0.65419723,  1.74962662
  0.99967411,  1.03163615,  0.66460948,  1.22796822
  1.01544492,  1.04151478,  0.65127529,  0.28376559
  0.97080310,  1.04518655,  0.64937595,  2.48189498
  0.99952622,  1.03717763,  0.64666364,  0.77218170
  1.01491519,  1.02303151,  0.65220425,  0.45899949
  0.99682014,  1.03325425,  0.64431661,  0.88196101
  1.01694846,  1.02174790,  0.63220716,  0.43197908
  0.99169357,  1.04535372,  0.62061612,  1.53690176
  0.98472592,  1.06227254,  0.64252198,  1.78998680
  0.99031570,  1.02815817,  0.62854815,  1.25281061
  1.01114177,  1.03261728,  0.61080676,  1.43851757
  1.02095823,  1.02230464,  0.64616931,  0.26709343
  0.96829418,  1.06847310,  0.60709119,  4.14218214
  1.02931489,  1.06910022,  0.67161919,  0.74984031
  1.01750930,  1.01907401,  0.62945616,  0.51289994
  0.97823142,  1.02480121,  0.63370111,  1.87945001
  1.02157359,  1.03720883,  0.63881518,  0.19124949
  0.99445195,  1.04527286,  0.63194787,  1.09085738
  1.00848946,  1.05315150,  0.66585654,  0.84931341
  0.97518828,  1.03061546,  0.63857776,  2.03629262
  1.01669825,  1.03372315,  0.67251666,  0.82454450
  1.01773194,  1.03063564,  0.64866997,  0.24211324
  0.99213337,  1.06427361,  0.66325928,  1.71678255
  1.05086723,  1.07412655,  0.65770997,  0.80313885
  1.01415867,  1.01463613,  0.65807701,  0.82121093
  0.97859519,  1.02160803,  0.61327833,  2.25183167
  1.03661855,  1.04348516,  0.64649934,  0.04473625
  0.98494317,  1.03320408,  0.62136888,  1.65435701
  1.04903835,  1.05627071,  0.66125408,  0.25063927
  0.98237135,  1.03437112,  0.62705242,  1.64961875
  1.04335995,  1.05732164,  0.63276081,  0.78634176
  1.00001900,  1.05412622,  0.66348019,  1.14891809
  0.97996750,  1.05195833,  0.60778783,  2.87333579
  1.03956155,  1.06074798,  0.66310491,  0.31097620
  1.00988985,  1.03298529,  0.64088391,  0.40929105
  0.99044910,  1.02117822,  0.62600082,  1.34809352
  1.04076900,  1.05679424,  0.64506765,  0.30921943
  0.97869192,  1.02296976,  0.61146634,  2.31430979
  1.01737059,  1.06176161,  0.67783513,  1.06199717
  0.97790903,  1.05599966,  0.65081117,  2.12949936
  1.05070161,  1.06714019,  0.66110283,  0.53551154
  1.00132174,  1.07602319,  0.63462287,  1.73331302
  0.97085588,  1.01396226,  0.64430416,  2.73912962
  1.01911036,  1.05234135,  0.64879159,  0.29700114
  1.01780031,  1.02859071,  0.65388667,  0.32441845
  1.00078061,  1.04240504,  0.63208089,  0.82416875
  1.03070257,  1.05839146,  0.67675895,  0.65372463
  0.99507042,  1.02736911,  0.64881054,  1.07644701
  1.02687538,  1.07135319,  0.65517876,  0.66623258
  0.99415536,  1.06660637,  0.63849703,  1.50729576
  1.05034625,  1.05080318,  0.64120156,  0.40755662
  0.98945048,  1.07309724,  0.66321793,  2.11234012
  0.98046810,  1.01155397,  0.62059995,  2.08650206
  1.02427742,  1.04830814,  0.65159230,  0.15547395
  1.01441586,  1.05308052,  0.64150595,  0.45991032
  1.00505341,  1.06488334,  0.63717766,  1.09170094
  1.03580788,  1.04749774,  0.64360170,  0.12885627
  0.99683704,  1.03367720,  0.63791580,  0.86561516
  1.01356659,  1.06109352,  0.65466963,  0.61565780
  1.01371043,  1.06043302,  0.65766585,  0.62524809
  1.03179050,  1.05974414,  0.66121080,  0.31010484
  1.00451328,  1.07450280,  0.63243666,  1.64574175
  0.96438153,  1.01475556,  0.64337313,  3.19085911
  1.02676573,  1.03485388,  0.65377338,  0.09537647
  1.01539130,  1.06113856,  0.66995705,  0.84535873
  1.00681108,  1.05918066,  0.64057354,  0.80393962
  1.02500920,  1.03893621,  0.65145264,  0.09176466
  0.98613592,  1.03741542,  0.65510837,  1.60053801
  0.99786955,  1.02199956,  0.63977357,  0.93274350
  1.01328724,  1.06443561,  0.66614219,  0.87986633
  1.01658869,  1.04931464,  0.62077909,  1.06636871
  1.03341015,  1.05731828,  0.68329534,  0.84473379
  0.96394276,  1.03670990,  0.59548728,  4.17820178
  1.01432429,  1.04806313,  0.65639970,  0.40647435
  1.00644325,  1.05590823,  0.64471789,  0.69732753
  1.00220184,  1.05347547,  0.63408767,  0.91947927
  1.02084567,  1.04807082,  0.63880497,  0.30611313
  1.00263492,  1.05613684,  0.64810746,  0.82876789
  1.00396062,  1.00923246,  0.65660011,  1.32699397
  1.03139675,  1.05593610,  0.66075118,  0.23732315
  1.02257540,  1.04239200,  0.66568101,  0.37117327
  1.03560407,  1.05539115,  0.66146534,  0.20468465
  0.97046958,  1.04628120,  0.63691671,  2.36464875
  1.00268921,  1.05339890,  0.63002564,  1.01089140
  1.00852201,  1.04104313,  0.65330313,  0.50970115
  1.02351526,  1.02504702,  0.64299585,  0.18222849
  1.01073297,  1.03998536,  0.65219745,  0.42296742
  1.00564367,  1.04562370,  0.64370444,  0.56859344
  0.99867177,  1.01498009,  0.64278795,  1.06897470
  1.04296277,  1.04898443,  0.66382505,  0.14395866
  1.04064120,  1.05457755,  0.62784768,  0.91716910
  1.02478651,  1.07982615,  0.67537678,  1.28614583
  0.97242684,  1.05385627,  0.61382644,  2.92452308
  0.99166801,  1.03585509,  0.63563982,  1.09818599
  1.00950856,  1.02835377,  0.64989800,  0.50231198
  1.01641200,  1.04738693,  0.64889558,  0.28713500
  0.99827598,  1.02112712,  0.65673637,  1.22979948
  1.01509961,  1.03633494,  0.63748515,  0.31403198
  0.99116770,  1.03694532,  0.65834388,  1.40566967
  1.02427637,  1.08066400,  0.65636179,  1.08270742
  1.03876678,  1.05784285,  0.66944038,  0.35842178
  1.00601395,  1.08406137,  0.64395025,  1.77642571
  0.96562846,  1.03634783,  0.63731898,  2.67130588
  1.00146013,  1.02176670,  0.62301725,  1.00888274
  1.01610837,  1.02474766,  0.65804799,  0.51479069
  1.03316458,  1.06877115,  0.65070869,  0.55965846
  0.99609134,  1.01899197,  0.61786367,  1.37258972
  1.00177916,  1.01805832,  0.60695080,  1.78248657
  0.99839957,  1.05480559,  0.64473410,  0.96438131
  0.99694138,  1.05837801,  0.66144084,  1.30274182
  1.03327347,  1.08345414,  0.63094110,  1.99384659
  1.00663574,  1.07083464,  0.65735977,  1.13468656
  0.96542523,  1.02166335,  0.62163463,  2.82231234
  0.98925080,  1.02085401,  0.63903684,  1.34672706
  1.01895044,  1.02069562,  0.65166023,  0.39551120
  1.06221161,  1.06944780,  0.66029439,  0.84455432
  0.96018405,  0.99500309,  0.63356742,  4.04688561
  0.99267012,  1.00733237,  0.62803025,  1.50330455
  0.99826203,  1.05576999,  0.64964721,  1.00423189
  0.99171226,  1.03583148,  0.63153680,  1.13716478
  1.03223888,  1.05227381,  0.65372680,  0.12759781
  1.02256912,  1.03669808,  0.62837161,  0.44591480
  0.96990294,  1.00477974,  0.60609440,  3.24794197
  0.98536050,  1.01506663,  0.61911646,  1.81104481
  1.02304093,  1.03055705,  0.66153842,  0.33791579
  1.06513514,  1.09755629,  0.66483350,  2.30235851
  0.96089540,  0.99941934,  0.59326338,  4.57168074
  0.97207047,  1.02362318,  0.61491388,  2.53479443
  1.01117756,  1.04596712,  0.65076543,  0.41883113
  0.97949525,  1.02670564,  0.63908340,  1.80639296
  1.02024055,  1.04699434,  0.64184317,  0.24960501
  0.99803188,  1.03257996,  0.66203375,  1.20517603
  0.95022710,  1.00403623,  0.62341030,  4.41036505
  0.98645888,  1.00689420,  0.64033441,  1.87473252
  1.02062270,  1.04324022,  0.66722491,  0.46032253
  1.04739461,  1.07284741,  0.65736495,  0.70913380
  0.96282902,  1.00003500,  0.64603197,  3.93527573
  0.98628570,  1.04031642,  0.65664581,  1.62249612
  1.02452403,  1.03685931,  0.65316488,  0.11465631
  1.00479387,  1.00976850,  0.63016499,  0.96949664
  1.00683845,  1.04658124,  0.64238701,  0.54577583
  0.97536901,  1.06282011,  0.63652954,  2.37729864
  0.95229389,  1.01040005,  0.61385809,  4.11766135
  0.98655425,  1.01993566,  0.63418096,  1.48373800
  1.00993881,  1.05168285,  0.66549407,  0.77148523
  1.01464951,  1.05892830,  0.64993559,  0.52182425
  0.96913029,  1.00548492,  0.61065197,  3.11481593
  0.98189291,  1.06302799,  0.63587141,  2.01187148
  1.02511217,  1.03536067,  0.64459945,  0.08852175
  0.98526244,  1.01085456,  0.62904515,  1.75500989
  1.01537687,  1.04427518,  0.66098266,  0.44105524
  0.96921389,  1.06019580,  0.63298551,  2.73150595
  0.95367523,  1.03167234,  0.65227062,  4.05691684
  1.00018403,  1.05164525,  0.64972234,  0.85816148
  1.01540264,  1.05798162,  0.66457944,  0.65000231
  0.97160674,  1.05947018,  0.64822888,  2.58735741
  0.99164932,  1.02016561,  0.62810559,  1.27657306
  0.96986531,  1.06403920,  0.63520496,  2.78030570
  1.03185118,  1.06168383,  0.66670089,  0.43033281
  0.97650433,  1.01472776,  0.63082170,  2.15716761
  1.02850290,  1.03603646,  0.65247448,  0.05752846
  0.98601729,  1.05100197,  0.63115972,  1.57093144
  0.94672315,  1.08023908,  0.60811456,  6.08912708
  1.00463337,  1.06537685,  0.66519835,  1.19542121
  1.02026658,  1.04135751,  0.64768811,  0.16366163
  0.98431397,  1.05170276,  0.62616702,  1.78410397
  0.99955919,  1.01772884,  0.61141362,  1.56924916
  0.99238444,  1.04581944,  0.62391244,  1.39361817
  1.02923120,  1.06116333,  0.66263827,  0.38571221
  0.97080027,  0.99799204,  0.62178730,  3.04635916
  1.04468319,  1.05213652,  0.65305909,  0.14005988
  0.98006259,  1.01979213,  0.64707873,  2.02153819
  0.97265005,  1.07335179,  0.64594100,  2.90228366
  1.02497453,  1.05546355,  0.64810578,  0.26726424
  1.01316199,  1.03417322,  0.65411464,  0.39699639
  1.03070363,  1.03166063,  0.66267779,  0.22166266
  1.00502816,  1.02335082,  0.65360332,  0.80776109
  1.00428125,  1.00495847,  0.62115775,  1.27560977
  1.03059741,  1.04146054,  0.66283021,  0.16473335
  0.98815010,  0.99106063,  0.62270456,  2.34499762
  1.04259088,  1.04423919,  0.65956143,  0.06152512
  0.98840209,  1.00882724,  0.63087025,  1.64502695
  0.97617641,  1.06148887,  0.60030387,  4.01849102
  1.03601392,  1.04078309,  0.65341711,  0.00877465
  0.99300922,  1.03106496,  0.64682551,  1.10245092
  1.00678067,  1.09416972,  0.65013334,  2.25664335
  1.01180984,  1.03843346,  0.63329738,  0.46554102
  0.99569660,  1.00282496,  0.63429480,  1.50283561
  1.02129919,  1.03424916,  0.64249390,  0.15334099
  0.99346795,  1.01649053,  0.63120833,  1.22765478
  1.02958831,  1.04402878,  0.65388795,  0.06425667
  0.97913560,  1.03139249,  0.63462367,  1.76871983
  0.98462120,  1.01192452,  0.63328174,  1.75831147
  1.03405986,  1.04570024,  0.65045304,  0.04164269
  0.98680640,  1.00386085,  0.63118124,  1.87983750
  0.99647547,  1.09936622,  0.66744268,  3.08713024
  1.03398502,  1.05732387,  0.65217703,  0.21572310
  0.98826827,  1.02274064,  0.62935553,  1.38219280
  1.01173512,  1.02170823,  0.63576267,  0.49043857
  0.98910501,  1.03555045,  0.63290258,  1.23855103
  1.03616850,  1.04794012,  0.62424505,  0.87681914
  0.97314130,  1.05183329,  0.64228386,  2.27611144
  0.97829266,  0.98938881,  0.58789017,  4.36363521
  1.01720397,  1.04834550,  0.63601984,  0.42229530
  0.98208384,  1.00575594,  0.62778028,  2.07309973
  1.00356164,  1.07922365,  0.64593349,  1.57825203
  1.04010651,  1.06603330,  0.64735646,  0.53277961
  0.99532100,  1.02787283,  0.63709038,  0.96348002
  1.00871327,  1.01569039,  0.63636549,  0.67091838
  1.00395760,  1.05610003,  0.66860383,  1.15184617
  1.04850379,  1.06539274,  0.65347048,  0.49837963
  0.98903751,  1.05578114,  0.65674759,  1.56471227
  0.98018363,  1.00197690,  0.65425715,  2.83848808
  1.01153862,  1.05422957,  0.64380059,  0.52456113
  0.98507804,  1.02423756,  0.62913776,  1.52473291
  0.98905512,  1.02639055,  0.62615682,  1.35995984
  1.02813385,  1.05419067,  0.67517705,  0.59564008
  0.99220819,  1.06811018,  0.63751725,  1.65924606
  1.01095982,  1.01348646,  0.63603885,  0.66017015
  1.02706628,  1.06142690,  0.64590929,  0.41807825
  1.05351986,  1.05509829,  0.66052249,  0.28503115
  1.01883521,  1.03617923,  0.64131670,  0.20159429
  0.99900300,  1.02453768,  0.60383338,  2.06764153
  1.03251280,  1.03841082,  0.64247822,  0.06153648
  0.98753435,  1.03480783,  0.64702975,  1.36387381
  0.99146350,  0.99481997,  0.61841695,  2.10519587
  1.02813174,  1.04569368,  0.63999672,  0.18230887
  0.97361598,  1.07587038,  0.61934499,  3.49344238
  0.99993000,  1.00201606,  0.63079106,  1.36234218
  1.03875059,  1.04005566,  0.68011850,  0.61993020
  1.04671160,  1.04716757,  0.65042216,  0.10901130
  1.00841929,  1.04564775,  0.63682788,  0.54934798
  1.00588645,  1.02241439,  0.68050589,  1.86751297
  1.02441488,  1.05348213,  0.63684248,  0.42391258
  0.98583454,  1.04271264,  0.61720318,  1.86690636
  0.98281451,  1.01944593,  0.62075520,  1.83150500
  1.02786015,  1.03932170,  0.65197634,  0.05774055
  0.97909054,  1.05276567,  0.62957187,  1.99502324
  0.99071698,  0.99960915,  0.61567218,  2.03701438
  1.04841914,  1.05530428,  0.64161914,  0.46218153
  1.02095719,  1.03593986,  0.64552153,  0.14441599
  0.98429072,  1.06294551,  0.62573367,  2.12570826
  1.00892495,  1.04758662,  0.60249602,  2.53053000
  0.99102626,  1.03799261,  0.64857405,  1.18921552
  0.99002745,  1.04450751,  0.66457812,  1.64967209
  0.99700400,  1.01714810,  0.63988820,  1.06250075
  1.02277097,  1.03045935,  0.62094870,  0.72883382
  0.99863387,  1.02426169,  0.63306004,  0.88783676
  1.00463842,  1.01490489,  0.63734416,  0.81234121
  1.05249420,  1.05973178,  0.66893928,  0.42953744
  1.02070604,  1.03926445,  0.63862466,  0.21530223
  0.97251857,  1.03376055,  0.63893763,  2.19876135
  1.02983536,  1.06631407,  0.68607387,  1.16516612
  0.99307923,  1.02694709,  0.62752697,  1.15905619
  1.01289414,  1.04381737,  0.62265725,  0.88229171
  1.00339046,  1.03133505,  0.62622897,  0.82374562
  1.01182622,  1.02259736,  0.66844384,  1.03800236
  0.98348918,  1.01241422,  0.63322761,  1.80764987
  1.02101869,  1.02795524,  0.63855778,  0.21882419
  1.03327668,  1.05055590,  0.62897671,  0.65386689
  1.03802170,  1.04526958,  0.65156512,  0.03014716
  0.97611543,  1.01610424,  0.62811387,  2.15626701
  1.00495544,  1.08217027,  0.58858290,  6.57019713
  0.98388592,  1.01204741,  0.64404481,  1.92328453
  1.02697979,  1.04105071,  0.69059581,  1.32192608
  0.99415833,  1.06818891,  0.66037156,  1.64071829
  0.99828893,  1.03971179,  0.61842575,  1.32724460
  0.98914512,  1.01485854,  0.62820226,  1.47853056
  1.03028099,  1.05098761,  0.65289707,  0.12213365
  1.01387077,  1.01834135,  0.63627681,  0.48938398
  1.05951957,  1.06494004,  0.64916180,  0.79811640
  0.99841851,  1.00423385,  0.63083722,  1.34455500
  1.02655808,  1.04263871,  0.66444830,  0.26026438
  1.00082568,  1.03431548,  0.63798906,  0.70981063
  1.01480087,  1.07315367,  0.63105935,  1.44017972
  1.01993982,  1.08824230,  0.64455665,  1.71051750
  1.00152733,  1.02171137,  0.65481838,  1.01507174
  1.01044191,  1.01585444,  0.64169737,  0.62030840
  1.03101606,  1.05349101,  0.64361910,  0.23668303
  1.00092085,  1.01254031,  0.62284690,  1.15744035
  1.03906899,  1.07423616,  0.66785857,  0.75454293
  0.98927918,  1.01292903,  0.65250981,  1.79683048
  1.02459541,  1.02818565,  0.61430118,  1.10852383
  1.01931604,  1.05629414,  0.64961218,  0.36432420
  1.00833795,  1.07544922,  0.70847571,  3.39717434
  1.03363019,  1.06176838,  0.67132116,  0.51159579
  1.00181429,  1.01299880,  0.61203631,  1.52773686
  0.99485263,  1.05201809,  0.64614552,  1.07148040
  1.03403634,  1.03977341,  0.64811250,  0.01297281
  1.00105211,  1.01563159,  0.65196656,  1.11523880
  1.05539672,  1.08398029,  0.63291620,  2.39488766
  1.00987455,  1.01990133,  0.64158703,  0.55224281
  1.01147928,  1.02835800,  0.65792374,  0.59168100
  1.01434178,  1.05527978,  0.62885765,  0.85363570
  1.02246561,  1.08412954,  0.63188797,  1.94306154
  1.03921045,  1.06024526,  0.62907523,  1.01783667
  0.99271841,  1.02082066,  0.64476819,  1.23606648
  0.97562403,  1.07674964,  0.63926643,  2.85802005
  1.04603823,  1.04991616,  0.66117670,  0.13437622
  1.02423021,  1.02513424,  0.63619059,  0.23369659
  1.05022491,  1.05222066,  0.65925445,  0.19037475
  1.02407078,  1.03839249,  0.64208508,  0.12363885
  1.00601901,  1.02171659,  0.61115243,  1.42775830
  1.01942411,  1.04588507,  0.64853156,  0.20948390
  1.02046335,  1.07141059,  0.71382937,  3.16116789
  1.02138891,  1.06438236,  0.66178972,  0.58220442
  0.98053155,  1.00584800,  0.61422345,  2.36553379
  0.97179558,  1.04622866,  0.62016888,  2.51941312
  1.04769089,  1.06667804,  0.65415187,  0.52141950
  1.03102988,  1.03739713,  0.65000192,  0.02155795
  1.01976405,  1.04444314,  0.62008697,  0.97224324
  1.03528778,  1.05220959,  0.67417791,  0.44108028
  1.01341970,  1.03358318,  0.67820244,  1.19092222
  1.03565877,  1.03926013,  0.64197956,  0.07285248
  1.04417813,  1.06172892,  0.65460406,  0.33339497
  1.04044198,  1.06017557,  0.63147259,  0.90174769
  0.98703237,  1.01723915,  0.63217239,  1.51075766
  0.96248985,  1.01274027,  0.62288880,  3.17318331
  1.05148601,  1.06383205,  0.65459763,  0.48225987
  1.03311442,  1.04474322,  0.65143142,  0.03602661
  0.99876253,  1.04510353,  0.65274194,  0.89365521
  1.04152563,  1.06886939,  0.65956448,  0.51594392
  1.00229124,  1.05651511,  0.60850384,  2.35678556
  1.02312362,  1.02948019,  0.65172224,  0.17350599
  1.04909337,  1.05917169,  0.70050920,  1.56574904
  1.04432207,  1.04810048,  0.67197843,  0.30661251
  1.00434076,  1.01503469,  0.59176430,  3.08389938
  0.95608693,  1.01200644,  0.60608926,  4.00431804
  1.04288336,  1.05957346,  0.64343315,  0.44422159
  1.03205139,  1.05140752,  0.65663978,  0.12748611
  1.00746126,  1.04347536,  0.62270533,  0.96549212
  1.05180674,  1.06569702,  0.66302401,  0.51010633
  1.01342176,  1.05841946,  0.67928553,  1.20556916
  1.01048887,  1.02370386,  0.63613070,  0.49276085
  1.02688065,  1.08225811,  0.65302711,  1.14969250
  1.03405452,  1.03823616,  0.63701733,  0.16559975
  1.01342997,  1.04259523,  0.65836252,  0.44073214
  0.95429773,  1.01434692,  0.62346239,  3.77735336
  1.03741435,  1.04839496,  0.66532626,  0.17432564
  1.04152346,  1.05181449,  0.67295385,  0.35999627
  1.03511418,  1.04032725,  0.65386914,  0.01272632
  1.05013226,  1.06411846,  0.65832395,  0.44360732
  1.01080347,  1.04954261,  0.61656272,  1.39008636
  1.00435387,  1.03868370,  0.63110754,  0.70199344
  1.01700638,  1.07062255,  0.70733514,  2.82487220
  1.02757286,  1.02763622,  0.66553659,  0.40470591
  1.03053050,  1.05670601,  0.61278865,  1.97853186
  0.96680102,  1.04126860,  0.63574973,  2.58362436
  1.04385114,  1.04851588,  0.64984141,  0.10296557
  1.04088817,  1.04455661,  0.65491916,  0.03013844
  1.04583366,  1.05724115,  0.63846645,  0.57810246
  1.05435073,  1.06345758,  0.66854438,  0.52843367
  1.00341059,  1.03867614,  0.63910341,  0.61712442
  0.99464879,  1.04922656,  0.62609920,  1.30139757
  1.01733126,  1.07925743,  0.65457407,  1.14663628
  1.03258529,  1.03281458,  0.62170033,  0.73155759
  1.04249849,  1.04854226,  0.67424609,  0.37416247
  0.97628125,  1.06343157,  0.64678953,  2.34430736
  1.02590829,  1.02798906,  0.65403721,  0.17370403
  1.03543679,  1.04941925,  0.66982826,  0.29623464
  1.05130693,  1.09380230,  0.68058092,  1.88182118
  1.04531656,  1.04841694,  0.65342351,  0.09119482
  0.99032355,  1.03917481,  0.61418723,  1.78593768
  0.99813150,  1.04282137,  0.63520174,  0.86932355
  1.02382439,  1.06746940,  0.67619562,  0.94395708
  1.02190661,  1.03221012,  0.68772669,  1.42729947
  1.05737753,  1.07300627,  0.62635920,  2.31244270
  0.97921997,  1.06157113,  0.64049272,  2.08788371
  1.01617342,  1.02683848,  0.63544109,  0.34521786
  1.00150225,  1.03391660,  0.62546558,  0.90711785
  1.03629306,  1.10537422,  0.66699527,  2.43458187
  1.00887100,  1.03332899,  0.64848488,  0.46089463
  0.96405055,  1.02830618,  0.63356782,  2.80731211
  1.02026033,  1.05132130,  0.62324323,  0.95768208
  1.01986285,  1.07424886,  0.64492288,  0.97854990
  1.03297035,  1.04100303,  0.63577843,  0.22017615
  1.04451406,  1.07112483,  0.68503895,  1.07142531
  0.98718047,  1.04059897,  0.63751522,  1.31964208
  1.00543235,  1.02641162,  0.64431703,  0.60591221
  0.97788130,  1.02431729,  0.65192916,  2.19913560
  1.04310746,  1.06306642,  0.66428145,  0.37907982
  0.98945733,  1.00978889,  0.61839248,  1.74717814
  0.98398467,  1.01792256,  0.62557475,  1.70550866
  1.02422497,  1.03427162,  0.65403079,  0.14030185
  1.01344743,  1.06071872,  0.67591544,  1.10222828
  1.01594010,  1.04068560,  0.66272083,  0.46681248
  1.04979492,  1.07896864,  0.64530076,  1.28377548
  1.00561232,  1.03135633,  0.63271717,  0.61559511
  0.98626235,  1.03741004,  0.63694714,  1.35816291
  0.97907712,  1.02092488,  0.62273325,  1.96791403
  1.01452084,  1.05127599,  0.64062443,  0.43560275
  0.98895046,  0.99857304,  0.62806851,  1.96546951
  0.99440152,  1.01319176,  0.65996625,  1.76087434
  1.02759081,  1.05042237,  0.64338679,  0.19904573
  1.01318457,  1.06487314,  0.63636387,  0.92062856
  1.00739427,  1.04729369,  0.63499562,  0.63299952
  1.05354872,  1.06723016,  0.68811901,  1.10955181
  1.01103034,  1.03542178,  0.65124433,  0.41232669
  0.97513503,  1.03047952,  0.63729380,  2.03136391
  0.98607271,  1.01152941,  0.64702347,  1.87661241
  0.97249682,  1.04564775,  0.65457192,  2.48900899
  0.98077774,  1.01525523,  0.61323095,  2.20833074
  0.96095727,  1.04083617,  0.59052166,  4.88510944
  1.02493251,  1.05923676,  0.66707670,  0.49622972
  1.01073808,  1.01798370,  0.65168656,  0.68287763
  0.98817354,  1.04292687,  0.63816698,  1.28202316
  1.05928725,  1.06873231,  0.66142553,  0.74053925
  1.02538337,  1.02832416,  0.63453709,  0.23280019
  0.98379396,  1.01439528,  0.65509507,  2.16281230
  0.98724870,  1.02016353,  0.61617635,  1.75600217
  0.96732287,  1.02568416,  0.61563579,  2.79128007
  0.95820777,  1.03410264,  0.63931997,  3.29350565
  0.99015881,  1.05886551,  0.66133367,  1.66459055
  1.03701630,  1.06554940,  0.67239909,  0.58924350
  0.99369698,  1.00494736,  0.61920732,  1.67185322
  0.98518964,  1.04025257,  0.66035805,  1.80310833
  1.05701653,  1.06792996,  0.67931183,  0.87795889
  1.01014489,  1.02168423,  0.65454108,  0.67763003
  0.99340873,  1.00521303,  0.62277863,  1.59973944
  0.96984744,  1.04414760,  0.66346523,  3.00085948
  0.98602409,  1.02390721,  0.63951254,  1.47001350
  0.96856334,  1.05466319,  0.61564717,  3.07873994
  0.98489661,  1.06525542,  0.60005569,  3.94699289
  1.04907907,  1.05091693,  0.67410701,  0.39220386
  0.99451723,  1.01409593,  0.65132365,  1.44831211
  0.99217767,  1.03404917,  0.62123802,  1.35898099
  1.03110323,  1.06836009,  0.66197678,  0.54550738
  1.00910210,  1.05313043,  0.61659086,  1.51795136
  1.00153134,  1.02052896,  0.66395596,  1.33938884
  0.98509162,  1.06797900,  0.64264915,  1.94584203
  1.02212596,  1.04841914,  0.62496446,  0.78362307
  0.99308219,  1.06501603,  0.65149678,  1.47003333
  0.98611160,  1.03515490,  0.64631883,  1.43084765
  1.03557297,  1.05277453,  0.64957294,  0.13893438
  0.99354987,  1.01838801,  0.62649968,  1.24645922
  1.00784202,  1.00992249,  0.62312944,  1.01393852
  1.01917891,  1.05311823,  0.66007951,  0.39065259
  1.00899316,  1.04964837,  0.67634608,  1.18195455
  1.02626942,  1.03585187,  0.64200181,  0.09601785
  0.97790999,  1.05032087,  0.65657166,  2.18790720
  1.02041233,  1.08765049,  0.66930372,  1.59274290
  1.01009489,  1.04450205,  0.63578288,  0.51113965
  0.98446514,  1.00867358,  0.58855935,  3.78088166
  1.00901657,  1.04735840,  0.64914410,  0.48605655
  0.99396860,  1.02006363,  0.66246092,  1.67394960
  1.00805537,  1.01150281,  0.60398874,  1.92942056
  0.99473883,  1.03817472,  0.65541881,  1.13309319
  0.99366341,  1.04182837,  0.62374277,  1.29032310
  1.02930006,  1.04186093,  0.66893525,  0.33426984
  0.99936141,  1.04076034,  0.63771240,  0.78092271
  1.05378964,  1.09133015,  0.66799375,  1.63827935
  1.01700535,  1.03486566,  0.65335222,  0.27764782
  0.98694080,  0.99069833,  0.64156645,  2.57475828
  0.99014116,  1.02710214,  0.64469628,  1.26191282
  0.99088289,  1.02898126,  0.62835384,  1.22728235
  0.99875156,  1.02969645,  0.63413873,  0.83010881
  0.98668469,  1.02379609,  0.62870662,  1.45387428
